time, filename, type, start, uploaded image, toRGB, backgroundRatio, background, RBC, cpuCopyRBC, invert, open19, reconToNuclei, downloadReconToNuclei, threshold1, fillHoles1, downloadHoleFilled1, GPU done, areaThreshold1, blobsGt45, fillHoles2, openBlobs, 30To1000, dilate, distTransform, nucleiCopy, watershed, 20To1000, fillHolesLast, 

