MPIIprobe,blocking,bufferSize,compression,dataSize,fileCount,filename,ioGroupSize,layout,nCompute,nMaster,nProcs,nRead,nWrite,ost,sys,transport,type
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15.nb,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15.nb,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15.nb,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15.nb,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15.nb,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15.nb,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15.nb,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b2/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15.nb,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,1,1,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.baseline.keeneland.n60.f18000,719,baseline,719,1,720,719,719,0,kids,opencv,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.coloc.keeneland.n60.f18000.POSIX.b4.is15-POSIX,15,coloc,719,1,720,719,719,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io120-1.is15.nb,15,sep-W,599,1,720,599,120,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io360-1.is15.nb,15,sep-W,359,1,720,359,360,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15.nb,15,sep-W,659,1,720,659,60,0,kids,POSIX,TCGA-GBM
0,1,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,0,4,0,4096,18000,/home/tcpan/PhD/path/Data/adios/keeneland-nb-vs-b3/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io600-1.is15.nb,15,sep-W,119,1,720,119,600,0,kids,POSIX,TCGA-GBM
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data1024.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data1024.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data128.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data128.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data2048.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data2048.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data256.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data256.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data4096.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data4096.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data512.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data512.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data8192.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io120.is15.data8192.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data1024.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data1024.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data128.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data128.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data2048.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data2048.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data256.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data256.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data4096.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data4096.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data512.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data512.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data8192.b,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,0,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io240.is15.data8192.nb,15,sep-W,359,1,600,359,240,0,kids,MPI_AMR,synth
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data1024.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data1024.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data128.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data128.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data2048.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data2048.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data256.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data256.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data4096.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data4096.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data512.b,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io30.is15.data512.nb,15,sep-W,569,1,600,569,30,0,kids,MPI_AMR,synth
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data1024.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data1024.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data128.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data128.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data2048.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data2048.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data256.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data256.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data4096.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data4096.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data512.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data512.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data8192.b,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,0,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io360.is15.data8192.nb,15,sep-W,239,1,600,239,360,0,kids,MPI_AMR,synth
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data1024.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data1024.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data128.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data128.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data2048.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data2048.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data256.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data256.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data4096.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data4096.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data512.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data512.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data8192.b,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,0,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io480.is15.data8192.nb,15,sep-W,119,1,600,119,480,0,kids,MPI_AMR,synth
0,1,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data1024.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data1024.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data128.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data128.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data2048.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data2048.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data256.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data256.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data4096.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data4096.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data512.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data512.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data8192.b,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,0,2,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b2.io60.is15.data8192.nb,15,sep-W,539,1,600,539,60,0,kids,MPI_AMR,synth
0,1,4,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data1024.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,1024,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data1024.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data128.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,128,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data128.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data2048.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,2048,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data2048.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data256.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,256,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data256.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data4096.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,4096,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data4096.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data512.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,0,4,0,512,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data512.nb,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
0,1,4,0,8192,6000,/home/tcpan/PhD/path/Data/adios/keeneland-syntest-params2/syntest.n50.f6000.MPI_AMR.b4.io120.is15.data8192.b,15,sep-W,479,1,600,479,120,0,kids,MPI_AMR,synth
