filename,type,layout,sys,nProcs,nMaster,nCompute,nIO,fileCount,transport,ioGroupSize,bufferSize,dataSize,blocking,compression,ost,appWallT,sumProcWallT,
 /home/tcpan/PhD/path/Data/adios/jaguar-hpdc2012-weak1/TCGA.baseline.jaguar.p10240.f71680,TCGA,baseline,jaguar,10240,1,10239,all,71680,opencv,all,1,4096,b,n,n,2664621.377,7719288031.313,
 /home/tcpan/PhD/path/Data/adios/jaguar-hpdc2012-weak1/TCGA.baseline.jaguar.p2560.f17920,TCGA,baseline,jaguar,2560,1,2559,all,17920,opencv,all,1,4096,b,n,n,120713.119,254583708.605,
 /home/tcpan/PhD/path/Data/adios/jaguar-hpdc2012-weak1/TCGA.baseline.jaguar.p5120.f35840,TCGA,baseline,jaguar,5120,1,5119,all,35840,opencv,all,1,4096,b,n,n,316178.416,900216878.019,
 /home/tcpan/PhD/path/Data/adios/jaguar-hpdc2012-weak1/TCGA.separate.jaguar.p10240.f71680.na-POSIX.b4.io300-1.is1,TCGA,separate,jaguar,10240,1,9939,300,71680,na-POSIX,1,4,4096,b,n,n,1220386.29,12492878716.97,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.baseline.jaguar.p10240.f100000,TCGA,baseline,jaguar,10240,1,10239,all,100000,opencv,all,1,4096,b,n,n,271173.828,747183429.495,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.baseline.jaguar.p5120.f100000,TCGA,baseline,jaguar,5120,1,5119,all,100000,opencv,all,1,4096,b,n,n,104523.004,426270363.111,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.co-loc.jaguar.p10240.f100000.MPI_AMR.is1-1-MPI_AMR,TCGA,coloc,jaguar,10240,1,10239,all,100000,MPI_AMR,1,1,4096,b,n,n,8260373.244,61961935987.289,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_AMR,16,4,4096,b,n,n,2905351.454,29745147745.807,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_AMR,all,4,4096,b,n,n,1692113.802,17321966722.047,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io5120-16.is16-1,TCGA,separate,jaguar,10240,1,5119,5120,100000,MPI_AMR,16,4,4096,b,n,n,2397034.382,24541498632.462,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io5120-16.is5120-1,TCGA,separate,jaguar,10240,1,5119,5120,100000,MPI_AMR,all,4,4096,b,n,n,1902281.52,19475987822.065,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io7680-16.is16-1,TCGA,separate,jaguar,10240,1,2559,7680,100000,MPI_AMR,16,4,4096,b,n,n,1891100.468,19360088703.555,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong1/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io7680-16.is7680-1,TCGA,separate,jaguar,10240,1,2559,7680,100000,MPI_AMR,all,4,4096,b,n,n,1538987.971,15754105110.873,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong2/TCGA.baseline.jaguar.p10240.f100000,TCGA,baseline,jaguar,10240,1,10239,all,100000,opencv,all,1,4096,b,n,n,89778.96,489791578.025,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong2/TCGA.baseline.jaguar.p2560.f100000,TCGA,baseline,jaguar,2560,1,2559,all,100000,opencv,all,1,4096,b,n,n,134713.453,305227038.969,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong2/TCGA.baseline.jaguar.p5120.f100000,TCGA,baseline,jaguar,5120,1,5119,all,100000,opencv,all,1,4096,b,n,n,94795.208,390215338.084,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-strong2/TCGA.separate.jaguar.p10240.f100000.MPI_LUSTRE.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_LUSTRE,16,4,4096,b,n,n,1593203.117,16307328929.368,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.baseline.jaguar.p10240.f100000,TCGA,baseline,jaguar,10240,1,10239,all,100000,opencv,all,1,4096,b,n,y,685274.321,4585570329.55,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_AMR,16,4,4096,b,n,y,2551981.37,15556814670.583,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.MPI_AMR.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_AMR,all,4,4096,b,n,y,2789040.85,28556071811.132,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,1,4,4096,b,n,y,993114.48,10163722846.538,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,16,4,4096,b,n,y,1129788.084,11565443026.334,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,all,4,4096,b,n,y,840322.403,8598609195.869,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.POSIX.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,POSIX,16,4,4096,b,n,y,1669860.256,17093530701.924,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.POSIX.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,POSIX,all,4,4096,b,n,y,2177120.308,22291229009.218,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,1,4,4096,b,n,y,1084502.598,11102327730.22,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,16,4,4096,b,n,y,956970.339,9794702562.923,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,all,4,4096,b,n,y,1127418.363,11540995861.907,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,1,4,4096,b,n,y,631821.285,6467030847.123,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,16,4,4096,b,n,y,902113.383,9234530512.479,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports-sep_osts/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,all,4,4096,b,n,y,1866764.662,19110687576.121,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.baseline.jaguar.p10240.f100000,TCGA,baseline,jaguar,10240,1,10239,all,100000,opencv,all,1,4096,b,n,n,84047.012,518728269.191,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.MPI.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI,16,4,4096,b,n,n,496391.82,5082686591.46,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.MPI.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI,all,4,4096,b,n,n,3113319.991,31880108506.489,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.MPI_LUSTRE.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_LUSTRE,16,4,4096,b,n,n,487547.677,4991930792.426,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.MPI_LUSTRE.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,MPI_LUSTRE,all,4,4096,b,n,n,2917266.274,29872494441.734,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,1,4,4096,b,n,n,79911.285,817809996.225,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,16,4,4096,b,n,n,79134.254,809965165.394,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.NULL.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,NULL,all,4,4096,b,n,n,209823.128,2148201315.569,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.POSIX.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,POSIX,16,4,4096,b,n,n,484533.907,4961315287.135,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.POSIX.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,POSIX,all,4,4096,b,n,n,476374.04,4877789278.025,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,1,4,4096,b,n,n,81677.957,835234947.116,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,16,4,4096,b,n,n,82171.505,839349674.838,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-NULL.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-NULL,all,4,4096,b,n,n,82170.168,839609473.311,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is1-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,1,4,4096,b,n,n,124147.259,1269531943.064,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is16-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,16,4,4096,b,n,n,130553.258,1334524539.45,
 /home/tcpan/PhD/path/Data/adios/jaguar-tcga-transports/TCGA.separate.jaguar.p10240.f100000.na-POSIX.b4.io2560-16.is2560-1,TCGA,separate,jaguar,10240,1,7679,2560,100000,na-POSIX,all,4,4096,b,n,n,257983.697,2639970380.637,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p192.f4800,TCGA,baseline,keeneland,192,1,191,all,4800,opencv,all,1,4096,b,n,n,230613.845,42052862.881,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p192.f4800.osts,TCGA,baseline,keeneland,192,1,191,all,4800,opencv,all,1,4096,b,n,y,224164.388,40750278.785,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p384.f9600,TCGA,baseline,keeneland,384,1,383,all,9600,opencv,all,1,4096,b,n,n,237215.171,85884374.878,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p384.f9600.osts,TCGA,baseline,keeneland,384,1,383,all,9600,opencv,all,1,4096,b,n,y,234789.475,85667690.216,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p720.f18000,TCGA,baseline,keeneland,720,1,719,all,18000,opencv,all,1,4096,b,n,n,305869.31,206166793.758,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p720.f18000.osts,TCGA,baseline,keeneland,720,1,719,all,18000,opencv,all,1,4096,b,n,y,363800.66,228543615.41,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p96.f2400,TCGA,baseline,keeneland,96,1,95,all,2400,opencv,all,1,4096,b,n,n,229332.458,20932306.512,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.baseline.keeneland.p96.f2400.osts,TCGA,baseline,keeneland,96,1,95,all,2400,opencv,all,1,4096,b,n,y,222940.304,20320060.287,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.MPI_AMR.b4.io60-1.is60,TCGA,separate,keeneland,384,1,323,60,9600,MPI_AMR,all,4,4096,b,n,n,474682.59,182275144.673,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.MPI_AMR.b4.io60-1.is60.ost,TCGA,separate,keeneland,384,1,323,60,9600,MPI_AMR,all,4,4096,b,n,y,473940.246,181991489.06,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.MPI_LUSTRE.b4.io60-1.is15,TCGA,separate,keeneland,384,1,323,60,9600,MPI_LUSTRE,15,4,4096,b,n,n,529805.4,203443889.762,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.MPI_LUSTRE.b4.io60-1.is60,TCGA,separate,keeneland,384,1,323,60,9600,MPI_LUSTRE,all,4,4096,b,n,n,565339.63,217089484.862,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.POSIX.b4.io60-1.is15,TCGA,separate,keeneland,384,1,323,60,9600,POSIX,15,4,4096,b,n,n,412871.21,158540814.785,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.POSIX.b4.io60-1.is15.ost,TCGA,separate,keeneland,384,1,323,60,9600,POSIX,15,4,4096,b,n,y,413901.193,158937347.279,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.POSIX.b4.io60-1.is60,TCGA,separate,keeneland,384,1,323,60,9600,POSIX,all,4,4096,b,n,n,473308.535,181748214.687,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.na-POSIX.b4.io60-1.is1,TCGA,separate,keeneland,384,1,323,60,9600,na-POSIX,1,4,4096,b,n,n,286350.434,109923026.206,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n32.f9600.na-POSIX.b4.io60-1.is1.ost,TCGA,separate,keeneland,384,1,323,60,9600,na-POSIX,1,4,4096,b,n,y,292295.439,112240616.123,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_AMR.b4.io60-1.is60,TCGA,separate,keeneland,720,1,659,60,18000,MPI_AMR,all,4,4096,b,n,n,831250.545,598497417.277,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_AMR.b4.io60-1.is60.ost,TCGA,separate,keeneland,720,1,659,60,18000,MPI_AMR,all,4,4096,b,n,y,830859.239,598213732.141,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_LUSTRE.b4.io60-1.is15,TCGA,separate,keeneland,720,1,659,60,18000,MPI_LUSTRE,15,4,4096,b,n,n,1130469.689,813933280.667,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_LUSTRE.b4.io60-1.is15.ost,TCGA,separate,keeneland,720,1,659,60,18000,MPI_LUSTRE,15,4,4096,b,n,y,999479.004,719603729.663,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_LUSTRE.b4.io60-1.is60,TCGA,separate,keeneland,720,1,659,60,18000,MPI_LUSTRE,all,4,4096,b,n,n,1067948.415,768918112.075,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.MPI_LUSTRE.b4.io60-1.is60.ost,TCGA,separate,keeneland,720,1,659,60,18000,MPI_LUSTRE,all,4,4096,b,n,y,1057496.549,761393580.067,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15,TCGA,separate,keeneland,720,1,659,60,18000,POSIX,15,4,4096,b,n,n,709188.6,510611425.207,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is15.ost,TCGA,separate,keeneland,720,1,659,60,18000,POSIX,15,4,4096,b,n,y,749575.221,539688664.315,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is60,TCGA,separate,keeneland,720,1,659,60,18000,POSIX,all,4,4096,b,n,n,907638.952,653494967.075,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.POSIX.b4.io60-1.is60.ost,TCGA,separate,keeneland,720,1,659,60,18000,POSIX,all,4,4096,b,n,y,841009.615,605521432.6,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.na-POSIX.b4.io60-1.is1,TCGA,separate,keeneland,720,1,659,60,18000,na-POSIX,1,4,4096,b,n,n,336931.026,242588630.162,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-1/TCGA.separate.keeneland.n60.f18000.na-POSIX.b4.io60-1.is1.ost,TCGA,separate,keeneland,720,1,659,60,18000,na-POSIX,1,4,4096,b,n,y,338421.388,243651217.932,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.baseline.keeneland.n100.f30000,TCGA,baseline,keeneland,1200,1,1199,all,30000,opencv,all,1,4096,b,n,n,603541.127,690054954.376,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.MPI_AMR.b4.is-1-MPI_AMR,TCGA,coloc,keeneland,1200,1,1199,all,30000,MPI_AMR,all,4,4096,b,n,n,587002.443,703337757.17,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.MPI_AMR.b4.is-1.ost-MPI_AMR,TCGA,coloc,keeneland,1200,1,1199,all,30000,MPI_AMR,all,4,4096,b,n,y,632336.187,758396577.361,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.MPI_LUSTRE.b4.is-1-MPI_LUSTRE,TCGA,coloc,keeneland,1200,1,1199,all,30000,MPI_LUSTRE,all,4,4096,b,n,n,634057.102,760320377.488,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.MPI_LUSTRE.b4.is-1.ost-MPI_LUSTRE,TCGA,coloc,keeneland,1200,1,1199,all,30000,MPI_LUSTRE,all,4,4096,b,n,y,674404.786,808795433.139,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.MPI_LUSTRE.b4.is15.ost-MPI_LUSTRE,TCGA,coloc,keeneland,1200,1,1199,all,30000,MPI_LUSTRE,15,4,4096,b,n,y,529924.517,623373045.923,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is-1-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,all,4,4096,b,n,n,686057.312,814742921.652,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is-1.ost-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,all,4,4096,b,n,y,765014.746,908551890.864,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is1-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,1,4,4096,b,n,n,508607.3,570406085.883,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is1.ost-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,1,4,4096,b,n,y,553799.87,615725729.682,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is15-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,15,4,4096,b,n,n,515373.793,609403226.06,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n100.f30000.POSIX.b4.is15.ost-POSIX,TCGA,coloc,keeneland,1200,1,1199,all,30000,POSIX,15,4,4096,b,n,y,558633.685,657346092.332,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_AMR.b4.is-1-MPI_AMR,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_AMR,all,4,4096,b,n,n,385115.098,147753293.292,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_AMR.b4.is-1.ost-MPI_AMR,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_AMR,all,4,4096,b,n,y,383183.906,146868056.81,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_LUSTRE.b4.is-1-MPI_LUSTRE,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_LUSTRE,all,4,4096,b,n,n,374793.522,143866826.23,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_LUSTRE.b4.is-1.ost-MPI_LUSTRE,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_LUSTRE,all,4,4096,b,n,y,370849.89,142260044.82,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_LUSTRE.b4.is15-MPI_LUSTRE,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_LUSTRE,15,4,4096,b,n,n,332171.586,124344394.955,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.MPI_LUSTRE.b4.is15.ost-MPI_LUSTRE,TCGA,coloc,keeneland,384,1,383,all,9600,MPI_LUSTRE,15,4,4096,b,n,y,326457.498,122643434.061,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is-1-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,all,4,4096,b,n,n,371019.57,142172779.748,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is-1.ost-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,all,4,4096,b,n,y,391361.85,150049949.304,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is1-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,1,4,4096,b,n,n,268568.541,98115933.035,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is1.ost-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,1,4,4096,b,n,y,266439.195,97904244.029,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is15-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,15,4,4096,b,n,n,311222.26,115837874.48,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n32.f9600.POSIX.b4.is15.ost-POSIX,TCGA,coloc,keeneland,384,1,383,all,9600,POSIX,15,4,4096,b,n,y,310343.818,116836262.212,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n60.f18000.MPI_AMR.b4.is-1-MPI_AMR,TCGA,coloc,keeneland,720,1,719,all,18000,MPI_AMR,all,4,4096,b,n,n,447978.405,321948962.052,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n60.f18000.MPI_AMR.b4.is-1.ost-MPI_AMR,TCGA,coloc,keeneland,720,1,719,all,18000,MPI_AMR,all,4,4096,b,n,y,465113.684,334653174.449,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n60.f18000.MPI_LUSTRE.b4.is-1-MPI_LUSTRE,TCGA,coloc,keeneland,720,1,719,all,18000,MPI_LUSTRE,all,4,4096,b,n,n,439597.025,316274095.836,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n60.f18000.MPI_LUSTRE.b4.is-1.ost-MPI_LUSTRE,TCGA,coloc,keeneland,720,1,719,all,18000,MPI_LUSTRE,all,4,4096,b,n,y,456538.422,328523565.189,
 /home/tcpan/PhD/path/Data/adios/keeneland-hpdc2012-2/TCGA.coloc.keeneland.n60.f18000.MPI_LUSTRE.b4.is15-MPI_LUSTRE,TCGA,coloc,keeneland,720,1,719,all,18000,MPI_LUSTRE,15,4,4096,b,n,n,386110.556,272466797.777,
