time, filename, type, start, toRGB, backgroundRatio, background, RBC, invert, open19, reconToNuclei, threshold1, fillHoles1, areaThreshold1, blobsGt45, fillHoles2, openBlobs, 30To1000, dilate, distTransform, nucleiCopy, watershed, 20To1000, 

